LECROYWS3054,16293,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,29-Jul-2023 14:47:41,0                 
Time,Ampl
1.56475e-007,0.0233333
1.56725e-007,0.0166667
1.56975e-007,0.0166667
1.57225e-007,0.02
1.57475e-007,0.0366667
1.57725e-007,0.06
1.57975e-007,0.09
1.58225e-007,0.103333
1.58475e-007,0.1
1.58725e-007,0.0866667
1.58975e-007,0.07
1.59225e-007,0.0533333
1.59475e-007,0.0433333
1.59725e-007,0.0333333
1.59975e-007,0.0266667
1.60225e-007,0.0233333
1.60475e-007,0.0233333
1.60725e-007,0.02
1.60975e-007,0.02
1.61225e-007,0.02
1.61475e-007,0.0233333
1.61725e-007,0.0233333
1.61975e-007,0.0466667
1.62225e-007,0.0733333
1.62475e-007,0.0933333
1.62725e-007,0.103333
1.62975e-007,0.0966667
1.63225e-007,0.08
1.63475e-007,0.06
1.63725e-007,0.0466667
1.63975e-007,0.04
1.64225e-007,0.03
1.64475e-007,0.0266667
1.64725e-007,0.02
1.64975e-007,0.02
1.65225e-007,0.02
1.65475e-007,0.0233333
1.65725e-007,0.0166667
1.65975e-007,0.02
1.66225e-007,0.02
1.66475e-007,0.03
1.66725e-007,0.05
1.66975e-007,0.0833333
1.67225e-007,0.116667
1.67475e-007,0.126667
1.67725e-007,0.116667
1.67975e-007,0.0966667
1.68225e-007,0.0766667
1.68475e-007,0.0566667
1.68725e-007,0.0433333
1.68975e-007,0.0366667
1.69225e-007,0.0266667
1.69475e-007,0.0266667
1.69725e-007,0.02
1.69975e-007,0.0233333
1.70225e-007,0.0233333
1.70475e-007,0.0233333
1.70725e-007,0.02
1.70975e-007,0.02
1.71225e-007,0.0166667
1.71475e-007,0.0233333
1.71725e-007,0.04
1.71975e-007,0.0633333
1.72225e-007,0.0833333
1.72475e-007,0.0866667
1.72725e-007,0.08
1.72975e-007,0.0666667
1.73225e-007,0.0533333
1.73475e-007,0.0433333
1.73725e-007,0.0333333
1.73975e-007,0.03
1.74225e-007,0.0233333
1.74475e-007,0.0233333
1.74725e-007,0.02
1.74975e-007,0.0233333
1.75225e-007,0.02
1.75475e-007,0.02
1.75725e-007,0.0166667
1.75975e-007,0.0166667
1.76225e-007,0.0233333
1.76475e-007,0.0433333
1.76725e-007,0.07
1.76975e-007,0.0966667
1.77225e-007,0.1
1.77475e-007,0.09
1.77725e-007,0.0766667
1.77975e-007,0.06
1.78225e-007,0.0466667
1.78475e-007,0.04
1.78725e-007,0.03
1.78975e-007,0.0266667
1.79225e-007,0.0233333
1.79475e-007,0.0233333
1.79725e-007,0.0166667
1.79975e-007,0.02
1.80225e-007,0.02
1.80475e-007,0.0233333
1.80725e-007,0.03
1.80975e-007,0.0533333
1.81225e-007,0.0766667
1.81475e-007,0.09
1.81725e-007,0.0933333
1.81975e-007,0.08
1.82225e-007,0.0666667
1.82475e-007,0.0533333
1.82725e-007,0.04
1.82975e-007,0.0333333
1.83225e-007,0.0233333
1.83475e-007,0.0266667
1.83725e-007,0.02
1.83975e-007,0.02
1.84225e-007,0.02
